sentence,start_time,end_time,label,certainty_score,sentiment_score
"Shifting now to the results in the third quarter, we delivered adjusted earnings per share of a dollar 95 total revenues for the company of more than 95 billion dollars.",460.0,470.1,neutral,0.899882435798645,0.0
"CVS health is made up of three attractive operating segments, which are all critical to the Health Care system to of those segments, continue to perform consistent with our expectations.",470.3,480.9,positive,0.9982840418815613,0.9982840418815613
"Our health services segment had another strong quarter, while delivering on our commitments, to lower drug cost, to our clients and members, our Pharmacy and consumer Wellness.",482.5,491.7,positive,0.9982588887214661,0.9982588887214661
"Business continues to be the best run, National Pharmacy, and the country increasing its share of scripts filled and delivering, important Community Health Access Across the Nation results.",491.7,503.0,positive,0.9982283711433411,0.9982283711433411
"In our Healthcare benefits, business, remain challenged.",503.0,505.7,negative,0.9988822340965271,-0.9988822340965271
As a result of continued elevated levels of utilization.,505.8,509.1,negative,0.9977226853370667,-0.9977226853370667
"While we are clearly under performing at H CB today, this business has incredible earnings potential and is an essential element to our strategy.",509.9,519.1,neutral,0.9962559938430786,0.0
We expect the elevated levels of utilization will continue to pressure or 2024 performance.,520.2,525.5,negative,0.9989107847213745,-0.9989107847213745
"And as a result, we are not providing a formal Outlook today.",525.5,529.0,neutral,0.9720324277877808,0.0
Although Tom will provide some comments on what we may expect.,529.9,533.1,neutral,0.9996128678321838,0.0
"Directionally I appreciate and understand your desire for us to provide guidance at this stage establishing credibility and earning, your trust is one of my top priorities, as the new leader, a CVS health.",533.1,545.9,positive,0.9523495435714722,0.9523495435714722
"I recognize that in order to achieve that any guidance, we provide should be achievable, but clear opportunities for our performance.",545.9,553.7,neutral,0.9994825124740601,0.0
This must be a core principle in order to deliver on that commitment to you.,553.8,559.2,neutral,0.999427318572998,0.0
"I want to spend more time, understanding the complexities and challenges facing our business.",559.2,564.6,neutral,0.9992951154708862,0.0
And will provide an update when appropriate.,565.2,567.3,neutral,0.9986592531204224,0.0
"There are clearly both macro and Company specific factors driving the challenges within our Aetna business, the entire industry has seen pressure including elevated.",568.8,577.8,negative,0.9988341927528381,-0.9988341927528381
Utilization coming out of the covid-19 pandemic and higher Acuity as a result of the Medicaid redeterminations however are recognized that we have been more acutely impacted than others and the industry.,577.8,590.5,negative,0.997088611125946,-0.997088611125946
"As a result of our disappointing star ratings for 2024, we began the year with the known and temporary reimbursement challenge.",592.2,599.4,negative,0.9989230036735535,-0.9989230036735535
"When we priced our Medicare Advantage business for 2024, we clearly underestimated, the medical cost and this Rising Trend environment.",601.0,608.9,negative,0.9966905117034912,-0.9966905117034912
We are pretty rich benefits which exacerbated our utilization pressures and group membership rapidly.,608.9,614.8,negative,0.9841943383216858,-0.9841943383216858
"Our individual exchange business, another area where we had a large increase in membership has seen pockets of higher utilization, and several disappointing risk adjustment updates.",616.2,627.1,negative,0.9984343647956848,-0.9984343647956848
"These miscalculations during the 2023 bit processes, have significantly burdened Aetna as current results.",627.2,633.9,negative,0.9989535808563232,-0.9989535808563232
This performance is unacceptable.,634.0,636.5,negative,0.9990490078926086,-0.9990490078926086
"However, I am confident and the long-term prospects of Aetna, we will make the hard choices and take the necessary actions to drive a multi.",636.7,645.9,positive,0.9981350898742676,0.9981350898742676
Year earnings recovery at Aetna.,646.0,647.6,positive,0.9979131817817688,0.9979131817817688
Our benefit design and price changes and Medicare Advantage.,647.6,651.7,neutral,0.9990389347076416,0.0
And the individual exchange are down payments on this enduring commitment.,651.7,656.2,neutral,0.9984214305877686,0.0
We are making Mark progress to realign the Aetna organization and enhanced management processes.,658.2,663.2,positive,0.998250424861908,0.998250424861908
We have taken meaningful steps to ensure the stability of the Aetna business and strengthen the leadership team.,663.2,669.3,positive,0.9982459545135498,0.9982459545135498
In addition to the appointment of Steve Nelson.,669.3,672.0,neutral,0.9957000017166138,0.0
"We also recently added and Rihanna santangelo a season Managed Care CFO to the Aetna organization who has also been working closely with me, Tom and our chief operating officer Katrina gura's to help Drive operational enhancements.",672.5,687.5,positive,0.9970582723617554,0.9970582723617554
Improve forecasting and greater accountability or risk management processes have been restructured to pull underwriting and pricing Authority out of the business units and into the financial Chang.,688.0,699.5,positive,0.9966714382171631,0.9966714382171631
This realignment will help improve transparency and accountability as we execute our margin recovery and drive profitable growth.,699.8,707.3,positive,0.9982172846794128,0.9982172846794128
"Of course, Tom and I will work closely with Steve Katrina and and Rihanna to scrutinize and support the underwriting and pricing decisions.",708.5,715.7,positive,0.9610110521316528,0.9610110521316528
Going forward.,715.7,716.8,neutral,0.9980292916297913,0.0
"We've also been making operational changes identifying and prioritizing those gaps and inefficiencies, that create the most significant impacts to Performance.",717.9,726.7,positive,0.9932082295417786,0.9932082295417786
"Our teams have been addressing the challenge that's trained, clinical operations, by improving, Staffing and training.",727.8,733.1,positive,0.9978476762771606,0.9978476762771606
We are utilizing technology to automate and streamline processes.,734.4,737.9,positive,0.9982142448425293,0.9982142448425293
"For example, through the power of AI, we have simplified clinical case preparation and meaningfully reduce the amount of time.",738.4,746.0,positive,0.9981812238693237,0.9981812238693237
"Our care managers, spend, on, Case Prep.",746.0,748.4,neutral,0.9993221759796143,0.0
"We are improving our services and claim operations, increasing our accuracy and reducing abrasion for members and providers.",749.4,757.6,positive,0.9981426000595093,0.9981426000595093
"By utilizing Technologies, we are driving greater insights across Aetna, including expanded integration with the Caremark team to understand and manage Pharmacy, spend and enhance Data Insights to improve our ability to rapidly identify emerging utilization trends.",758.6,776.3,positive,0.9982395172119141,0.9982395172119141
They're working that day is underway and we are confident.,777.7,780.4,positive,0.9981858134269714,0.9981858134269714
We are taking the right steps to address the underlying issues and drive improved performance with that program to our Pharmacy and consumer Wellness business.,780.4,788.7,positive,0.9982359409332275,0.9982359409332275
"We continue to effectively navigate a challenging and dynamic consumer backdrop, our performance reflects, strong execution, and the benefit of strategic investments in our workflows and our colleagues.",788.7,801.5,positive,0.9982739686965942,0.9982739686965942
This quarter we achieved another record higher Retail Pharmacy.,801.5,805.6,positive,0.9982622265815735,0.9982622265815735
Script share at Three percent and impressive accomplishment as we continue to optimize our store footprint.,805.6,813.7,positive,0.9981977343559265,0.9981977343559265
"By the end of November, we will have completed.",814.7,816.6,positive,0.9929774403572083,0.9929774403572083
Our previously announced three-year store optimization initiative targeting 900 stores and expect to close approximately 270 stores and 2025.,816.6,827.6,positive,0.9434525966644287,0.9434525966644287
We recognize the importance of retail pharmacy.,828.2,830.4,neutral,0.9487898945808411,0.0
"In the communities we serve and will continue to be thoughtful and deliberate as we execute on our footprint, optimization efforts, We are progressing our transition to the CVS cost management model and have reached agreements covering more than half of our total commercial scripts, the ongoing discussions with their large, PBM Partners remain active and constructive as we move forward with the full commercial contract, implementation on January 25.",830.4,857.5,positive,0.9982216954231262,0.9982216954231262
"You have also been deliberate and enhancing the durability and strength of our store operations to ensure we consistently serve our role as a community, help destination.",859.3,868.6,positive,0.9982726573944092,0.9982726573944092
"This was clear on the aftermath of the recent hurricanes, our colleagues were instrumental in ensuring our operations were back online quickly.",869.6,877.6,positive,0.9851586222648621,0.9851586222648621
"With most stores open within 48 hours, we utilized our Dynamic approach to workload sharing capability used across most of our Fleet allowing us to rapidly recover.",878.0,889.0,positive,0.9971389770507812,0.9971389770507812
"Packed the stores, ensure patient access to critical medications and provide continuity of care for our customers.",889.1,895.6,positive,0.9980159997940063,0.9980159997940063
And our Pharmacy Services business.,897.2,898.8,neutral,0.9990113973617554,0.0
"We had another very strong Quarter delivering on our commitments, to our clients and customers in spite of the intense scrutiny and rhetoric that Caremark in the PBM industry base.",898.8,909.2,positive,0.9980769157409668,0.9980769157409668
We continue to play a crucial role in managing drug costs in this country.,909.2,912.9,positive,0.9981339573860168,0.9981339573860168
I've highlighted the progress we've made on the biosimilar space and our customers continue to see the value that we're delivering with our capabilities.,913.5,921.2,positive,0.9983282685279846,0.9983282685279846
We are once again position to close out.,923.3,925.7,positive,0.9981974959373474,0.9981974959373474
A robust selling season achieving a retention rate in the high 90s.,925.7,930.0,positive,0.998267650604248,0.998267650604248
"We continue to offer our clients choice, and Innovation and our true cost offering is resonating in the market for 20-25 clients representing 70% of our commercialized have chosen to implement multiple elements of the true cost model and to their benefit design options.",930.8,946.4,positive,0.998231828212738,0.998231828212738
"And finally, our Healthcare delivery business to continue to progress our strategy of delivering Superior Care to the patient's.",948.0,954.4,positive,0.9982903599739075,0.9982903599739075
"We serve signified, deliberate, another strong quarter Aetna, member served by signify have nearly doubled compared to last year supported by our ability to utilize touch points across CVS health or Enterprise connections.",954.4,969.1,positive,0.9981801509857178,0.9981801509857178
"Also continue to accelerate patient growth at Oak Street are at risk membership, is up 32% from the same quarter last year, And the number of Aetna members enrolled at Oak Street has approximately quadrupled since the close of the acquisition through thoughtful benefit design.",969.1,986.1,positive,0.9982477426528931,0.9982477426528931
"We continue to introduce Aetna, members to high quality providers, like Oak Street Health, allowing us to improve member experiences and deliver Better Health outcomes.",986.1,995.2,positive,0.9982818365097046,0.9982818365097046
"As we look ahead to 2025 and Beyond, there are reasons to be optimistic and I'm excited about our path forward.",997.0,1003.7,positive,0.9983775615692139,0.9983775615692139
We have implemented a disciplined approach to Medicare Advantage benefit design.,1003.7,1007.6,positive,0.9981864094734192,0.9981864094734192
We continue to accelerate progress on our Innovative Pharmacy models and biosimilar strategy.,1007.6,1013.9,positive,0.9982781410217285,0.9982781410217285
We've delivered wins in both Caremark and Aetna selling season and we are rapidly advancing.,1013.9,1020.7,positive,0.9982660412788391,0.9982660412788391
The integration of our health care delivery assets.,1020.7,1023.3,neutral,0.9987757802009583,0.0
"We're making the necessary changes to return our business to profitable growth in 2025, we are committed to a discipline Financial policy and with improved profitability expect to strengthen our balance sheet.",1024.8,1038.2,positive,0.9983396530151367,0.9983396530151367
We have strong leadership across the country.,1038.9,1040.9,positive,0.9983384609222412,0.9983384609222412
We have a powerful collection of businesses operating in some of the most critical areas of healthcare which provide us with a unique opportunity to deliver value for our customers colleagues and shareholders.,1041.6,1052.2,positive,0.9981081485748291,0.9981081485748291
"I also want to extend our appreciation to our over 300,000 colleagues.",1053.4,1058.8,neutral,0.9995194673538208,0.0
"I'm grateful for your continued dedication for our collaboration to drive, continuous Improvement.",1058.9,1064.8,neutral,0.8476746678352356,0.0
"And for all that you do every single day, for the millions of customers and members, we serve with that, I'll pass the call over to Tom Tom.",1064.8,1073.6,neutral,0.9995675683021545,0.0
Thank you David and thanks to everyone for joining us this morning.,1074.9,1078.0,neutral,0.9994534850120544,0.0
I'll start with a few highlights on total company performance.,1078.6,1081.4,neutral,0.9996181726455688,0.0
"Third quarter revenues were approximately ninety five point four billion dollars an increase of approximately 6% over the prior year quarter primarily reflecting growth in our health care benefits, and Pharmacy and consumer Wellness.",1082.2,1094.2,positive,0.9982615113258362,0.9982615113258362
"Segments, we delivered adjusted operating income of approximately 2.5 billion dollars and adjusted EPS of a dollar.",1094.2,1101.7,positive,0.7328197956085205,0.7328197956085205
99?,1101.7,1102.0,neutral,0.9977403879165649,0.0
Year-to-date cash flow from operations.,1103.2,1105.4,neutral,0.9991632699966431,0.0
"Were approximately 7.2 billion dollars a lower result as compared to the same period last year primarily due to the timing of CMS receipts and the impact of higher utilization on each CD, our necks Let's look at the performance in each of our segments in our Healthcare benefits segment.",1105.6,1123.3,negative,0.9985038042068481,-0.9985038042068481
"We grew revenues to approximately thirty three billion dollars, an increase of over 25 percent year over year reflecting growth and all lines of business.",1123.3,1131.2,positive,0.9982811212539673,0.9982811212539673
"Medical membership grew to approximately 27 point, 1 million, an increase of 178,000 member sequentially primarily reflecting growth in the Medicare and individual Exchange.",1131.2,1142.8,positive,0.9982469081878662,0.9982469081878662
"During the quarter of the segment generated, an adjusted operating loss of 924 million dollars.",1144.2,1149.7,negative,0.9989972710609436,-0.9989972710609436
This result includes the impact of Premium deficiency reserves of approximately 1.1 billion dollars recorded primarily in our Medicare and individual exchange businesses.,1150.4,1160.6,neutral,0.9995482563972473,0.0
As a reminder pdrs generally measure variable losses in a product and do not contemplate fixed expenses.,1161.2,1167.7,neutral,0.9995738863945007,0.0
"The aggregate of the pdrs was comprised of approximately six hundred and seventy million dollars of health care costs, and 394 million dollars of operating expenses, specifically related to the right off of unamortized deferred acquisition, cost substantially, all of the charges were associated.",1168.8,1185.3,neutral,0.9991523027420044,0.0
"With the 2024 policy, here Shifting, the earnings Cadence between the third and fourth quarters.",1185.3,1191.0,neutral,0.9995379447937012,0.0
Are medical benefit ratio of ninety.,1192.5,1194.2,neutral,0.9852227568626404,0.0
"Five point two percent increase nine hundred and fifty basis points from the prior year quarter, including a 120 basis, point impact from the pdrs.",1194.2,1202.7,positive,0.9979742169380188,0.9979742169380188
"This increase was primarily driven by higher utilization, higher Acuity and Medicaid.",1203.2,1207.9,neutral,0.7681785225868225,0.0
The premium impact of lower stores.,1207.9,1210.1,negative,0.9969000816345215,-0.9969000816345215
"Ratings, for payment year 2024 and an update to our 2020 for individual exchange risk adjustment accrual, Medical costs remain elevated in our Medicare book, and at levels above, what was contemplated in our previous guidance, pressure is largely attributable to the same category as we discussed last quarter including inpatient outpatient, supplemental, benefits and Pharmacy during the third quarter.",1210.1,1236.2,negative,0.9985820055007935,-0.9985820055007935
We also saw unfavorable development of 2024 medical costs primarily related to second quarter dates of service which is adversely impacted our Trend outlook for the remainder of the year.,1236.3,1247.7,negative,0.9989922642707825,-0.9989922642707825
"Medical costs, and our individual exchange business.",1249.5,1251.8,neutral,0.9991496801376343,0.0
"Also accelerated during the quarter, the broad levels of higher utilization above our prior expectations.",1251.8,1258.0,positive,0.9980645775794983,0.9980645775794983
"The pressure we've experienced thus far, has been primarily driven by certain high-cost geographies where the combination of our growth and metal tear mix have led to higher medical costs.",1258.8,1269.2,negative,0.9970118999481201,-0.9970118999481201
"During the third quarter, we also received updated risk adjustment data for individual exchange business, as a result, we increase our risk adjustment accrual for the 2024 plan year by approximately 275 million dollars in the quarter.",1270.2,1286.2,positive,0.7595952153205872,0.7595952153205872
"We will continue to evaluate our revenue accruals for potential additional pressure as we receive updated data, on our risk for is later this year and into early 2025, I've in our Medicaid business consistent with others in the industry.",1286.4,1300.6,neutral,0.9975693821907043,0.0
We continue to experience higher Acuity related to the impact of redeterminations.,1300.6,1305.7,positive,0.9982119798660278,0.9982119798660278
We believe the level of dislocation between Acuity and rates stabilized.,1305.7,1310.6,positive,0.9968336224555969,0.9968336224555969
Towards the end of the third quarter.,1310.6,1311.8,neutral,0.9985834360122681,0.0
"We continue to work closely, with our state Partners to align rates with changes in Acuity.",1312.6,1317.7,positive,0.9980490207672119,0.9980490207672119
"Although the engagement with our state Partners has been constructive, we have seen some rate updates in the second half of 2024, they remain inadequate to cover.",1317.7,1327.0,negative,0.9983806610107422,-0.9983806610107422
Current levels of elevated acuity.,1327.4,1329.2,positive,0.9964540004730225,0.9964540004730225
"In light of the utilization pressure, as we have seen across the healthcare benefits segment in 2024, we continue to closely, watch our group Commercial Business, the date pressures.",1331.1,1341.0,neutral,0.9305016994476318,0.0
In this business have largely been manageable as we have proactively pushed rate to cover emerging medical cost rents.,1341.0,1347.6,positive,0.9970400929450989,0.9970400929450989
"This will result in lower commercial risk membership in 2025 hindering, our ability to grow earnings in this business These coins payable the end of the quarter was forty four point six days up.",1347.6,1360.2,negative,0.9946603178977966,-0.9946603178977966
One point five days sequentially primarily driven by the impact of the premium deficiency.,1360.2,1364.9,negative,0.9974861145019531,-0.9974861145019531
Reserves CCP was down five point.,1364.9,1367.9,negative,0.9982593655586243,-0.9982593655586243
Seven days from the prior year quarter primarily driven by growth in our Medicare business and the impact of increased Pharmacy Trends.,1367.9,1375.2,positive,0.998039186000824,0.998039186000824
We remain confident in the adequacy of our Reserves.,1375.3,1378.6,positive,0.998320996761322,0.998320996761322
"Our health services segment delivered, another strong quarter.",1380.0,1383.5,positive,0.9983088970184326,0.9983088970184326
"We generated revenue of forty four point, 1 billion dollars during the quarter.",1383.6,1387.5,positive,0.9921475052833557,0.9921475052833557
"A decrease of approximately six percent year over year, primarily driven by the previously, announced loss of large client and continued.",1387.6,1394.6,negative,0.9988359808921814,-0.9988359808921814
"Pharmacy, client price improvements.",1394.6,1397.2,positive,0.854823887348175,0.854823887348175
These decreases were partially offset by Pharmacy.,1397.2,1399.6,neutral,0.9874562621116638,0.0
Drug mix increased contributions from our health care delivery assets and growth in Specialty Pharmacy.,1399.6,1405.7,positive,0.9982506632804871,0.9982506632804871
Adjusted operating income of approximately 2.2 billion dollars increase 17 percent from the prior year.,1407.3,1412.7,positive,0.9982048273086548,0.9982048273086548
"Quarter reflecting improved, purchasing economics, partially offset by continued.",1412.7,1417.4,positive,0.9978790283203125,0.9978790283203125
"Pharmacy, client price improvements and the previously announced lost a large client.",1417.4,1421.5,negative,0.9983184337615967,-0.9983184337615967
"Total, Pharmacy claims process in the quarter were approximately 484 million and Total Pharmacy Services membership.",1423.7,1430.3,neutral,0.9995449185371399,0.0
As of the end of the quarter was approximately 90 million We continue to be encouraged by the growth of our Healthcare delivery at sets.,1430.4,1437.5,positive,0.9982402324676514,0.9982402324676514
"As David mentioned signified, continued, its strong performance in the quarter, generating Revenue growth of approximately 37 percent over the prior year quarter.",1437.9,1446.4,positive,0.9982540011405945,0.9982540011405945
"Oak Street, Revenue increased significantly in the quarter growing approximately 36% driven by strong membership growth at risk members, The increased by approximately 32 percent, compared to the same quarter last year supported by our ability to use to Each points across CVS Health.",1446.4,1464.6,positive,0.9982168078422546,0.9982168078422546
We are encouraged by Oak streets performance.,1464.6,1467.4,positive,0.9983231425285339,0.9983231425285339
"In this challenging environment During the quarter or Pharmacy and consumer Wellness segment, generated revenue of approximately thirty, two point, four billion dollars an increase of over 12 percent versus the prior year and over 15% on a same store basis.",1467.4,1482.3,positive,0.9981353282928467,0.9981353282928467
"Adjusted operating income of nearly one-point-six billion dollars increased approximately 15% versus the prior year driven by increased prescription volume, including increased contributions from vaccines and improved drug purchasing, partially offset by continued.",1483.0,1497.6,positive,0.9981396198272705,0.9981396198272705
"Pharmacy, reimbursement, pressure, and lowers.",1497.6,1499.9,neutral,0.9875977635383606,0.0
On store volumes.,1500.0,1501.2,negative,0.9783398509025574,-0.9783398509025574
"Steam store, pharmacy sales in the quarter, increased by nearly 20% versus the prior year in same store, prescription volume is increased by approximately 9%.",1503.8,1512.0,positive,0.9980992674827576,0.9980992674827576
"As David mentioned, we continue to grow our Retail.",1512.0,1515.5,positive,0.9983023405075073,0.9983023405075073
Pharmacy scripture position achieving a share of approximately 27.3%.,1515.5,1520.3,positive,0.9977484345436096,0.9977484345436096
"Same storefront store sales were down, approximately one percent versus the same quarter last year.",1520.3,1526.4,negative,0.9988952875137329,-0.9988952875137329
One other item.,1527.5,1528.2,neutral,0.9992786049842834,0.0
I would like to highlight for investors is that we took a restructuring charge of nearly one point two billion dollars in the quarter.,1528.2,1533.7,negative,0.9983879327774048,-0.9983879327774048
"This amount reflects several components, including impairment charges for approximately 270 stores.",1534.3,1539.4,negative,0.9914809465408325,-0.9914809465408325
We expect to close in 2025 costs related to the discontinuation of non core businesses and costs associated with Workforce optimization.,1539.4,1548.0,neutral,0.5042965412139893,0.0
"Shifting now to cash flow in the balance sheet for a third quarter, we generated year-to-date cash flow from operations of approximately 7.2 billion dollars during the quarter we returned 837 million dollars to shareholders to our quarterly dividend and we ended the quarter with approximately 1.2 billion dollars of cash at the parent and unrestricted.",1549.8,1569.2,positive,0.9966135621070862,0.9966135621070862
