sentence,start_time,end_time,label,certainty_score,sentiment_score
"Good morning, and thanks for joining us.",118.4,120.5,neutral,0.9994120597839355,0.0
"We finished the year with another quarter of strong results are Associates, are doing a great job, serving our customers and members for the quarter, we had sales growth of 5.2% and adjusted operating income was up, 9.4% in constant currency, we continue to gain market, share across countries and income levels as with, First three quarters of the Year, transaction counts and unit volumes were up across markets as we look at our results for the quarter.",120.8,148.7,positive,0.9982398748397827,0.9982398748397827
And the Year we're pleased to see first a healthy top line or strengthening our ability to serve people.,148.7,155.2,positive,0.998335063457489,0.998335063457489
How they want to be served in the moment.,155.2,157.3,neutral,0.9992105960845947,0.0
That's what's driving.,157.3,158.5,neutral,0.9994617104530334,0.0
"Our growth, our prices are low and we're becoming more convenient.",158.5,162.6,positive,0.9982843995094299,0.9982843995094299
"Customers are shopping with us more often and buy more items including in general merchandise categories, which were up low.",162.6,169.0,positive,0.9938185811042786,0.9938185811042786
Single digits in Walmart.,169.0,170.1,neutral,0.9745500087738037,0.0
"U.S and Sam As us for the quarter second we're going profit faster than sales and we have Runway to scale, our higher margin, businesses like membership, Marketplace and advertising, we're mixing ourselves up.",170.1,183.0,positive,0.9982128143310547,0.9982128143310547
"While simultaneously investing in lower prices and Associates wages third, we're able to improve Roi even as we invest higher levels of capital to take advantage of the opportunities, we see to strengthen the company.",183.0,196.0,positive,0.998214602470398,0.998214602470398
All three segments of our business.,197.1,198.5,neutral,0.9990744590759277,0.0
"Had a good year, I'm proud of our leaders and all of our associates.",198.5,202.2,positive,0.9977164268493652,0.9977164268493652
They earned it.,202.2,203.6,positive,0.996653139591217,0.996653139591217
"They're learning, they're acting fast and they're working hard for the quarter in the year.",203.8,209.1,positive,0.9972991347312927,0.9972991347312927
We're pleased with our performance during the holiday seasons around the world we performed.,209.3,213.8,positive,0.9982728958129883,0.9982728958129883
Well in the u.s. Mexico Canada.,213.8,215.9,neutral,0.9995115995407104,0.0
"And in China where Sam's Club just wrapped up a strong Lunar New Year, we also performed well in India and I'd like to share the news that foam pay.",215.9,225.0,positive,0.998337984085083,0.998337984085083
Our fintech business is making Preparations for an IPO and India are phone pay.,225.0,230.0,positive,0.9953756332397461,0.9953756332397461
Team has long aspired to be a public company and we're excited to be taking these early steps.,230.0,235.2,positive,0.9871998429298401,0.9871998429298401
"As a company, we drove a lot of volume during the holidays and ended with our inventory level in good shape, up 2.8 percent.",236.3,243.1,positive,0.998252809047699,0.998252809047699
"As always, we're working hard to help bring down prices and Walmart.",244.0,248.4,positive,0.998078465461731,0.998078465461731
"U.S last year, we had over 22,000 rollbacks.",248.4,251.3,neutral,0.9962263107299805,0.0
We're wired to help people save money and live better.,251.3,254.3,positive,0.9809900522232056,0.9809900522232056
"The work, we're doing to expand.",255.7,257.1,positive,0.9982393980026245,0.9982393980026245
"Our assortment is another reason for our growth as more customers are finding what they're looking for, in addition to low prices and a growing assortment to choose from, We're focused on delivery speed and accuracy.",257.1,268.3,positive,0.9980401396751404,0.9980401396751404
"If I could change anything about how we are perceived today, it'd be that more people know about, our breadth of Assortment online and are increasing, delivery speed for Walmart U.S. We recently announced same day, Pharmacy delivery and the early response has been strong.",268.3,284.3,positive,0.9972968697547913,0.9972968697547913
Customers love being able to get a basket of items delivered to their door.,285.0,288.2,positive,0.9842396974563599,0.9842396974563599
That includes fresh frozen general merchandise and now Pharmacy.,288.2,292.2,neutral,0.9995061159133911,0.0
"And because we're so close to them, they can get it fast.",292.2,295.8,positive,0.9971889853477478,0.9971889853477478
Sam's Club recently launched new shipping offer including Same or next day delivery from the club members asked for it.,296.0,303.8,positive,0.9978267550468445,0.9978267550468445
And the team delivered listening to our members and solving for what they want.,303.9,307.7,positive,0.9659044742584229,0.9659044742584229
Is a big reason why Sam's was recently ranked number one in customer satisfaction for retailers and the latest American customer satisfaction index.,307.7,315.6,positive,0.9977506995201111,0.9977506995201111
Around the world were making great progress on delivering Goods faster to customers and members.,317.3,321.7,positive,0.9981791973114014,0.9981791973114014
We're taking learnings from markets like China and quickly standing up Fast Delivery Solutions and other markets.,322.3,327.7,positive,0.9982379674911499,0.9982379674911499
We continue to be excited about our investments in supply chain Automation and will share even more on that topic during our investor conference in April.,329.1,335.6,positive,0.9981414079666138,0.9981414079666138
"These past few quarters, we've talked about how we're using AI.",337.2,340.2,neutral,0.9703198075294495,0.0
"The progress we've made over the years with technology has put us in a position to leverage, today's fast-moving, capabilities closer to real time.",340.8,348.2,positive,0.9981818199157715,0.9981818199157715
"I'm very proud of Suresh, our Tech Team and all our leaders for how they're leaning in to adapt quickly.",349.2,355.0,positive,0.9978020787239075,0.9978020787239075
"Today, I'd like to share two more examples.",355.5,358.0,neutral,0.9995566010475159,0.0
"The first is related to a new AI agent for our Merchants called Wally while he's learning to help us get to the root cause of issues related to things, like out of stocks or overstocks with more accuracy and speed s for developers on our Tech Team.",358.4,374.8,neutral,0.99849534034729,0.0
We now have new coding assistance and completion tools.,375.0,377.9,positive,0.998023271560669,0.998023271560669
They're helping Mine deployments and deliver code faster with fewer bugs.,378.2,382.4,positive,0.9979984164237976,0.9979984164237976
"Last year, these tools helped us save about 4 million, developer hours this year.",383.2,388.8,positive,0.9975208640098572,0.9975208640098572
"We plan to make these tools available to all developers in North America and India as we become more productive and reduce the amount of time we work on routine, tasks, that gives us time to develop tools, that help us grow the business and move faster.",388.8,402.9,positive,0.9977585077285767,0.9977585077285767
I love how we're changing.,403.9,404.8,positive,0.9981801509857178,0.9981801509857178
How we think and work without changing who we are.,404.8,407.6,neutral,0.9995434880256653,0.0
I can see us getting faster.,408.2,409.9,positive,0.9982320666313171,0.9982320666313171
"Earlier this year, we began opening some of our new home Office Buildings in Bentonville will be transitioning to the new home office throughout the year.",411.0,418.1,positive,0.9980667233467102,0.9980667233467102
It's an exciting time.,418.4,419.5,positive,0.9977329969406128,0.9977329969406128
"It's also a time to remember, the special things about this company that we want to strengthen and perpetuate.",420.2,425.4,neutral,0.9799133539199829,0.0
"Moving to a new location, doesn't change who we are cultural characteristics like servant leadership, humility.",426.1,432.8,neutral,0.9992974996566772,0.0
And a sense of urgency remain critical operating with an everyday low cost culture and mindset is as important as ever.,432.8,440.5,neutral,0.9985237717628479,0.0
We have a meaningful purpose of saving people money and helping them to live better.,441.6,445.4,positive,0.9977936744689941,0.9977936744689941
"And we have a set of Timeless values that shape our culture, regardless of the address of our home office characteristics and beliefs like these Driver results and make us unique.",446.1,456.0,neutral,0.9994903802871704,0.0
"I hope you'll come see our home office when you visit during our Associates and shareholders week in June, and that you'll feel the momentum.",456.7,462.8,neutral,0.6688923835754395,0.0
We know who we are and we like where we're going.,462.8,466.4,positive,0.9502032399177551,0.9502032399177551
We feel like we're just getting started.,466.5,467.9,neutral,0.9055294990539551,0.0
Here's John David.,469.7,470.6,neutral,0.9992955923080444,0.0
Thanks Doug.,471.9,472.7,neutral,0.9992502331733704,0.0
"I'm excited to discuss our fourth quarter and full year performance, provide some context on how we're executing against our strategic priorities, and offer our outlook for the first quarter and full fiscal year 2026.",473.0,485.0,neutral,0.999506950378418,0.0
"Let's start with the headline, Walmart delivered, another strong quarter, exceeding our sales profit and earnings expectations.",485.6,492.0,positive,0.998319685459137,0.998319685459137
"This performance, reflects the strength of our business model and the dedicated work of our Associates around the globe.",492.7,498.7,positive,0.9983322024345398,0.9983322024345398
Our Focus remains on delivering value.,498.7,501.2,positive,0.997999370098114,0.997999370098114
To customers and members while driving.,501.6,503.4,neutral,0.9970844388008118,0.0
"Sustainable growth for shareholders, customers continue to respond to our value proposition.",503.4,508.7,positive,0.9983008503913879,0.9983008503913879
As we provide lower prices a broader assortment and greater levels of convenience with improved customer experience.,508.9,516.3,positive,0.9981333613395691,0.9981333613395691
"We're earning their trust and seeing share gains as a result, looking at the full year.",516.4,521.6,positive,0.9982903599739075,0.9982903599739075
Consolidated Revenue grew 5.6 percent in constant currency adding approximately 36 billion dollars versus last year.,521.9,529.8,positive,0.9981786012649536,0.9981786012649536
Adjusted operating income increased nearly 10% in constant currency and adjusted EPS was up 13 percent currency was a headwind to report.,530.6,540.5,positive,0.9978094696998596,0.9978094696998596
It sells of approximately 3.2 billion dollars or fifty basis points to growth and pressure DPS by about 2 cents.,540.5,548.4,positive,0.9912944436073303,0.9912944436073303
Our business model is delivering as it's designed to do.,548.9,552.5,positive,0.9975862503051758,0.9975862503051758
"This is the second consecutive year that we've grown sales more than 5% and operating income meaningfully faster relative to our plan out performance has been broad-based across segments, Ecommerce, Ecommerce, continue to improve.",552.7,566.4,positive,0.9982038736343384,0.9982038736343384
Most notably in Walmart.,566.4,567.8,neutral,0.9987325072288513,0.0
U.S are newer digital businesses have contributed to faster growth and more diversification of our product mix.,567.8,574.2,positive,0.99825519323349,0.99825519323349
"Over the last year Global advertising grew, 27 percent to about four point four billion dollars.",575.1,581.7,positive,0.9981406927108765,0.9981406927108765
"Walmart U.S, Marketplace Revenue grew 37% with nearly 45 percent of orders fulfilled by wfs and lastly Global membership income, grew 21 percent to about 3.8 billion dollars.",581.7,595.9,positive,0.9981634020805359,0.9981634020805359
Over our planning Horizon.,597.1,598.4,neutral,0.999195396900177,0.0
The growth of this portfolio.,598.7,599.8,positive,0.9982282519340515,0.9982282519340515
Is expected to be one of the largest drivers of operating income growing faster than sells.,600.2,604.7,positive,0.9981141090393066,0.9981141090393066
"These new profit streams allow us to fund investments in our Core Business, while also expanding our operating margins return on investment improved, approximately 50 basis points to 15.5% a level last achieved in 2016.",604.7,620.0,positive,0.9980630278587341,0.9980630278587341
Capex total twenty three point eight billion dollars our investments in stores and clubs through remodels and new construction have improved customer member experience.,620.2,629.7,positive,0.9982333183288574,0.9982333183288574
"It's and have enabled us to broaden our last mile catchment area for digital orders investments, in supply chain Automation and productivity are expected to lower our cost to serve, which supports our edlp commitment cash, flow remains strong.",630.0,644.0,positive,0.9982472658157349,0.9982472658157349
"And as we announced this morning, we're pleased to raise the dividends by 13 percent this year.",644.0,649.0,positive,0.9982874989509583,0.9982874989509583
"The largest increase in over a decade reinforcing our commitment, to strong cash returns to shareholders.",649.0,654.6,positive,0.9982795715332031,0.9982795715332031
Our business has transformed over the past five years and we're benefiting from the Investments.,656.0,661.0,positive,0.9982823133468628,0.9982823133468628
"We've made in our Core omni-customer Business, Global eCommerce, penetration is now, 18% of cells, about Eleven Hundred basis points higher than it was.",661.0,670.3,positive,0.9980574250221252,0.9980574250221252
"In FY 2010, the u.s. specifically, we've built Marketplace capabilities to broaden our assortment while also growing the average number of eCommerce orders fulfilled from stores by over 500 million orders without new store.",670.3,683.0,positive,0.9982390403747559,0.9982390403747559
"Growth during that time, period, We're utilizing our stores in new ways to serve more customers and maximize returns, but we obviously don't have a Stores Only approach for fulfillment.",683.0,692.5,positive,0.9972440004348755,0.9972440004348755
"We're growing our fulfillment center capacity, including through investments.",692.5,696.8,positive,0.99826979637146,0.99826979637146
"In FC Automation, in parallel while the shift in Channel mix creates some cost pressure is we fulfill more orders through eCommerce.",696.8,703.8,neutral,0.5833571553230286,0.0
We've seen improved profitability during this period with efficiencies gained as we densify our delivery routes in with the contributions from newer businesses that are enabled by eCommerce growth.,703.8,714.5,positive,0.9982815980911255,0.9982815980911255
"We've achieved this, despite the margin pressure from merchandising category, mix of cells shifting toward Grocery, and health and wellness in a way from General Merchandise.",715.4,723.1,positive,0.987224817276001,0.987224817276001
As consumer wallets have been stretched over the past couple of years.,723.1,726.5,negative,0.9985342025756836,-0.9985342025756836
The way we've designed and grown are evolving business model with more Diversified and durable sources of profit like advertising and membership has enabled us to grow operating income faster than cells.,727.9,738.7,positive,0.9982543587684631,0.9982543587684631
"Despite these headwinds turning to our quarterly performance for the fourth quarter, Consolidated Revenue, increased more than 5% in constant, currency driven by strong results across segments, aided by 16% eCommerce growth.",738.8,753.0,positive,0.9981498718261719,0.9981498718261719
"Currency, headwinds reduced reported sales by over two billion dollars or 120 basis points of growth.",753.9,760.1,negative,0.9988229870796204,-0.9988229870796204
"Walmart U.S comp sales, increased 4.6 percent including eCommerce, sales growth of 20% with ongoing share gains across categories.",760.7,770.9,positive,0.998161256313324,0.998161256313324
Comp growth was led by increased customer transactions in both stores and Ecommerce.,770.9,776.2,positive,0.9980723857879639,0.9980723857879639
"Grocery remains a standout category with mid-single digit growth and we saw mid-teens growth in health and wellness, due largely to glp-1 cells, which contributed about a point to the segment comp consistent with prior quarters.",776.2,790.1,positive,0.9981566071510315,0.9981566071510315
We're encouraged by the Improvement in general merchandise where we had low single-digit comp sales growth for the second consecutive quarter including strength and hardlines toys home and fashion.,791.0,801.0,positive,0.9975798726081848,0.9975798726081848
"Us customers, remain resilient, exhibiting behaviors that have been largely consistent over the past year.",802.0,807.5,positive,0.9951784610748291,0.9951784610748291
"As always, people are looking for value and they want to save time becoming more convenient is helping to drive our growth during the quarter.",807.5,816.6,positive,0.9982276558876038,0.9982276558876038
We expanded our store-fulfilled delivery catchment areas.,816.6,819.7,positive,0.998235821723938,0.998235821723938
"To now, reach 93 percent of us households with same day delivery, the popularity of expedited delivery has resulted in more than 30% of orders coming from customers and members that elected to pay a Fee to receive their scheduled delivery in less than one hour or less than three hours.",819.7,836.3,positive,0.9962323307991028,0.9962323307991028
We're also encouraged by the initial response to our launch of same day.,837.4,840.8,positive,0.998291552066803,0.998291552066803
"Pharmacy, delivery were the first to integrate Pharmacy, general merchandise and grocery in a single online order and have gained new Pharmacy, customers with the service Our focus on bringing down pricing through rollbacks continues.",840.8,854.6,positive,0.9981940388679504,0.9981940388679504
"Despite pockets of food inflation in areas like eggs, bacon and ground beef like-for-like pricing and general merchandise.",854.6,861.8,neutral,0.5279086232185364,0.0
"And consumables was deflationary while food remained inflation Airy in the low single digits, we're seeing higher engagement, across income cohorts, with upper-income households continuing to account for the majority of share gains are international business and constant currency, delivered sales, growth of 5.7%.",861.8,880.1,positive,0.9979650974273682,0.9979650974273682
Reflecting strength in China Wall Max and Canada.,881.3,883.9,positive,0.9982252717018127,0.9982252717018127
While operating income grew faster.,884.2,885.9,positive,0.9972860813140869,0.9972860813140869
"We saw positive traffic and unit growth across markets with cell strength, in general merchandise, during festive events as expected.",885.9,894.3,positive,0.9982695579528809,0.9982695579528809
The timing of flipkart's big billion days event negatively affected year-over-year.,894.3,899.3,negative,0.9985492825508118,-0.9985492825508118
"So, Persons outside of India, eCommerce shells, grew more than 20 percent across all markets.",899.3,905.3,positive,0.9980996251106262,0.9980996251106262
Speed of delivery continues to be important to customers in the past 12 months.,906.6,911.0,neutral,0.5378760695457458,0.0
"International delivered over 2.3 billion items same day or next day, which is an increase of over 30% with about 45% of those items.",911.0,920.9,positive,0.9980265498161316,0.9980265498161316
"Delivered in under three hours in our business, in China, continue to grow double digits with strength and Sam's Club and Ecommerce, Sam's Club, u.s., comp sales X fuel increased, 6.8% with strong growth and transaction and unit volumes.",920.9,936.5,positive,0.9982663989067078,0.9982663989067078
"Us, including increased penetration of Members, Mark eCommerce, grew 24%, including triple digit growth in club fulfilled delivery as new perks, like express delivery and the elimination of curbside pickup fees for the club membership level.",936.6,951.1,positive,0.998222291469574,0.998222291469574
"Continue to resonate with members, with tech enabled convenience, prevalent both inside the club, through scanning, go and Jesco exit towers, as well as via eCommerce.",951.1,959.8,positive,0.9979426264762878,0.9979426264762878
We're deploying digital solutions to differentiate ourselves in the warehouse club Channel.,959.8,965.3,positive,0.9982441663742065,0.9982441663742065
"From a margin standpoint Consolidated, gross margin expanded 53.",967.0,970.8,positive,0.998167872428894,0.998167872428894
Basis points in our press release and earnings presentation and you'll see new disclosure regarding gross margins by segment.,970.8,977.3,neutral,0.9995825886726379,0.0
"In Walmart U.S, improved gross, margins.",977.4,980.9,positive,0.9981772899627686,0.9981772899627686
Reflected strong inventory management as well as lower levels of markdowns and Improvement in business mix.,980.9,986.1,positive,0.9982341527938843,0.9982341527938843
"That has allowed us to manage pricing aligned to competitive price gaps and offset, sustained, merchandise category, mix pressure, gross margins and international benefited from the timing shift of flipkart's, big billion days event as our business model evolves.",986.1,1000.4,positive,0.9977449178695679,0.9977449178695679
It's encouraging to see our profitability improve from a diverse set of offerings globally.,1000.4,1006.4,positive,0.9982407093048096,0.9982407093048096
ECommerce eCommerce.,1006.4,1007.4,neutral,0.999081015586853,0.0
"Economics continue to improve in Q4, aided by an approximately 20% reduction in u.s. net delivery cost per order.",1007.4,1014.9,positive,0.9980777502059937,0.9980777502059937
We also continue to diversify our profit composition through business mix.,1015.7,1019.5,positive,0.9982422590255737,0.9982422590255737
"As we skilled advertising membership Marketplace, in fulfillment, and data, analytics, and insights.",1019.8,1025.5,neutral,0.9986175298690796,0.0
Our Global advertising business increased 29% led by 24 percent growth from Walmart connect in the US we're making good progress on expanding the number of u.s. marketplace.,1026.8,1036.5,positive,0.9982695579528809,0.9982695579528809
Sellers that also utilize Walmart connect advertising with seller advertising counts up about 50 percent versus last year.,1036.5,1043.3,positive,0.998030960559845,0.998030960559845
We're also excited about the addition of Vizio and it's smart cast operating system to our portfolio of advertising capabilities.,1043.5,1050.9,positive,0.9980916380882263,0.9980916380882263
Vizio will help us serve customers and new ways to enhance their shopping Journeys while also creating new opportunities.,1050.9,1056.5,positive,0.9980711340904236,0.9980711340904236
Attorneys for advertisers to connect with customers and boost product.,1056.5,1059.7,positive,0.7640969157218933,0.7640969157218933
"Discovery empowering Brands to realize greater impact from their advertising, spend with Walmart.",1059.7,1064.2,positive,0.9981204867362976,0.9981204867362976
"Membership income was up 16% across the Enterprise in the u.s. Sam's Club, continue to grow membership account and increase its penetration of Plus members resulting, in more than 12 percent membership, income growth, while Walmart Plus Membership income, grew double digits within International membership, income from Sam's Club.",1065.7,1085.0,positive,0.9982337951660156,0.9982337951660156
"China, grew more than 35% is member of counts.",1085.0,1088.4,positive,0.9981397390365601,0.9981397390365601
Continue to increase.,1088.4,1089.3,positive,0.9980112314224243,0.9980112314224243
Helped by the opening of for new clubs in Q4.,1089.3,1092.1,positive,0.9980777502059937,0.9980777502059937
For Marketplace and Walmart fulfillment services and the u.s. marketplace grew 34% continuing the strong Trends.,1093.6,1101.3,positive,0.9981856942176819,0.9981856942176819
We've seen all year with the broader assortment of the general merchandise Brands and items customers want Marketplace cells and home management automotive and seasonal.,1101.3,1110.6,positive,0.9975181818008423,0.9975181818008423
"All grew more than 20% and with our low-cost fulfillment offering for sellers, wfs penetration reached record highs of nearly 50 percent, which is up nearly six hundred basis points versus last year.",1110.6,1122.8,positive,0.9981846213340759,0.9981846213340759
We're outside the US.,1123.0,1125.0,neutral,0.999214768409729,0.0
We're seeing similar encouraging Trends in both Mexico and Canada.,1125.5,1128.9,positive,0.9981833100318909,0.9981833100318909
The number of wfs sellers increased over 20% and sales of items delivered through wfs grew over 85%.,1129.1,1136.9,positive,0.998144268989563,0.998144268989563
Within data analytics and insights Walmart data.,1138.0,1140.6,neutral,0.9994422793388367,0.0
"Ventures continues to grow rapidly with net sales up double digits, our client base, nearly doubled over the past year, and we're excited about continuing to broaden our reach to New Markets with the launch of the platform in Canada.",1140.6,1152.6,positive,0.9982684850692749,0.9982684850692749
Sgna expenses deal averaged 46 basis points in the quarter.,1153.6,1157.4,neutral,0.9989953637123108,0.0
Walmart U.S D. Leverage was primarily driven by the timing of tech Investments increase variable pay as we exceeded plan performance and higher marketing and utilities cost transaction related expenses for the busy on also impacted the quarter and we're not considered in our guidance.,1157.6,1174.5,negative,0.8684210777282715,-0.8684210777282715
"In addition, International was impacted by the timing shift to flipkart's.",1174.5,1179.4,negative,0.9920335412025452,-0.9920335412025452
BBD event in Sam's Club us was affected by the previous eCommerce.,1179.4,1183.6,neutral,0.5782824754714966,0.0
We announced wage Investments.,1183.6,1185.1,positive,0.9981430768966675,0.9981430768966675
While wage investments will pressure profit at Sam's for a couple of quarters.,1185.4,1189.1,negative,0.9977636337280273,-0.9977636337280273
We're pleased with the member response tied to increased renewals as well as the Improvement and Associates turnover for continuing to optimize our business to deliver greater efficiency and we're committed.,1189.3,1199.9,positive,0.998325765132904,0.998325765132904
"To balancing ongoing Investments with improved, returns for customers Associates and shareholders.",1200.0,1205.7,positive,0.9978742599487305,0.9978742599487305
Our business model provides the ability to fund wage Investments for associates and Price investments for customers while.,1205.7,1212.3,positive,0.9968563318252563,0.9968563318252563
"Also, delivering on our financial framework, summarizing the quarter in constant currency sales were over 5% and adjusted operating income grew.",1212.3,1221.6,positive,0.9981915354728699,0.9981915354728699
More than 9%.,1221.6,1222.3,neutral,0.5818179845809937,0.0
Both exceeding.,1222.3,1223.6,positive,0.9975302815437317,0.9975302815437317
"The upper bound of our guided ranges adjusted EPS of 66 cents, compared favorably to our Expectations and reflected strong, underlying business performance and lower tax expense reported EPS included, headwinds of approximately 1 cent from currency and nearly one cent from costs related to the acquisition of Visio.",1223.6,1243.6,positive,0.9978566765785217,0.9978566765785217
"Now, let me turn to guidance.",1244.7,1245.9,neutral,0.9995854496955872,0.0
We've been operating in a highly Dynamic backdrop for several years.,1246.8,1250.1,neutral,0.9971952438354492,0.0
And we expect this year to be no different.,1250.2,1252.2,neutral,0.9989147186279297,0.0
"Our Outlook assumes, a relatively stable, macroeconomic environment.",1252.5,1256.2,neutral,0.9978073239326477,0.0
"But acknowledges that there are still uncertainties related to Consumer behavior, and global economic and geopolitical conditions as a result.",1256.2,1264.1,negative,0.9971476197242737,-0.9971476197242737
"We've taken a similar approach to our initial guidance View for the year as we have in the past couple of years, balancing known risk, with what we can control.",1264.3,1271.8,neutral,0.9992042183876038,0.0
We remain confident that Walmart is Position to navigate as it has over the pet last several years while continuing to deliver value for customers and shareholders alike.,1272.5,1281.3,positive,0.9978779554367065,0.9978779554367065
"For fiscal year 2026, we expect Consolidated, net sales, growth of approximately, three to four percent, including the negative impact from lapping leap year.",1282.2,1291.6,positive,0.9965336322784424,0.9965336322784424
"In the favorable contribution from Vizio cells, operating income is projected to grow faster than sales at three and a half to five and a half percent, including 150 basis points of negative impacts.",1291.7,1304.3,positive,0.997739315032959,0.997739315032959
"For the Vizio acquisition related to integration investments in transition cost, as well as from lapping leap.",1304.4,1309.6,neutral,0.999504566192627,0.0
"Year, adjusted EPS is expected to be in the range of $2.50 to two dollars and sixty cents.",1309.6,1316.5,neutral,0.9995365142822266,0.0
This includes a headwind from currency of approximately five cents per share in a higher effective tax rate compared to last year.,1316.7,1323.6,negative,0.9986422657966614,-0.9986422657966614
"Recall that we guide sales and operating income growth on a constant currency basis, volatility and currency rates had a meaningful impact on last year's results.",1323.7,1332.9,neutral,0.9993144273757935,0.0
If current exchange change rates were to Prevail for the full year.,1332.9,1336.5,neutral,0.9994949102401733,0.0
"We would expect a headwind of approximately 100 basis points to sales growth, and approximately 150 basis points to operating income growth with more significant headwinds.",1336.7,1346.4,negative,0.9985388517379761,-0.9985388517379761
"In the first half, given the degree of change in exchange rates versus last year, we expect capex to range between 3 and 3 & a half percent of cells.",1346.4,1354.6,neutral,0.9990272521972656,0.0
"As we invest in technology, to optimize our supply chain remodel stores and open new stores and clubs in both the US and certain International markets.",1354.6,1362.8,positive,0.9981623291969299,0.9981623291969299
"For the first quarter, it's important to note that our year over year, comparisons can have an outsized impact on quarterly growth rates we expect Consolidated, net sales, growth of three to four percent in constant currency.",1363.9,1375.9,positive,0.7249895930290222,0.7249895930290222
"This includes the negative effect of approximately 100 basis points to sales growth from lapping, leash leap year and accounts for the shift in Easter, timing from Q, 1 into Q 2 and our International portfolio, namely Womack's.",1376.4,1388.7,negative,0.9979972243309021,-0.9979972243309021
"Operating income is projected to grow, 0.5% to 2% in constant currency, including the approximately 70 basis.",1389.7,1397.5,positive,0.9979548454284668,0.9979548454284668
"Point headwind from, the Vizio acquisition, as well as the 250 basis point head.",1397.5,1402.4,negative,0.9982272982597351,-0.9982272982597351
"When to growth from lapping leap, Dave are operating income guidance.",1402.4,1406.6,neutral,0.999599277973175,0.0
"Also takes into account, the Easter timing shift and lapping.",1406.6,1409.7,neutral,0.9995366334915161,0.0
"Last year's consumer, stimulus, time and in q1 for Walmart X.",1409.7,1412.8,neutral,0.9993886947631836,0.0
"All of these items affect the year over year of growth rates, but let me emphasize our Core Business is still performing very strong on a two-year stacked basis.",1413.9,1423.6,positive,0.9973727464675903,0.9973727464675903
"The, midpoint of our guidance would suggest operating income growth of 15 percent, reflecting strength and consistency in the underlying business.",1423.8,1431.6,positive,0.9982897639274597,0.9982897639274597
We expect Enterprise net sales and operating income growth to be relatively consistent across quarters.,1431.6,1437.1,neutral,0.9981144666671753,0.0
"After adjusting for calendar impacts additionally, we expect first half sales and operating income to grow in the The range of our full-year guidance.",1437.1,1445.3,positive,0.9980179071426392,0.9980179071426392
"Notably, if current exchange rates were to stay where they are for the entire first quarter, we would expect a headwind of approximately 150 basis points to cells growth and approximately two hundred and fifty basis points.",1446.1,1457.8,negative,0.9980747699737549,-0.9980747699737549
To operating income growth.,1457.8,1459.0,positive,0.9980554580688477,0.9980554580688477
"First quarter EPS, range is expected to be 57 cents to 58 cents.",1459.0,1464.5,neutral,0.9995176792144775,0.0
