sentence,start_time,end_time,label,certainty_score,sentiment_score
"And we're pushing the next Frontiers from AI agents, reasoning and Dupree search to state-of-the-art video.",116.1,122.6,positive,0.9974929094314575,0.9974929094314575
Quantum Computing and more.,123.3,124.9,neutral,0.9992809891700745,0.0
"The company, is in a great Rhythm and Cadence, building, testing and launching products faster than ever before.",125.6,132.0,positive,0.9983406066894531,0.9983406066894531
"This is translating into product usage, Revenue growth and results in search AIO views are now available in, more than 100 countries, they continue to drive higher satisfaction and search usage.",132.5,146.0,positive,0.9982183575630188,0.9982183575630188
Meanwhile Circle to search is now available on over 200 million Android devices.,146.3,151.2,positive,0.9620782136917114,0.9620782136917114
Cloud and YouTube.,153.1,154.0,neutral,0.9952272176742554,0.0
"We said at the beginning of 2024 that we expected to exit the year that a combined annual revenue run rate of over 100 billion dollars, we met that goal and ended the year at around rate of 110 billion dollars, we are set up well for continued growth.",154.0,171.4,positive,0.9982825517654419,0.9982825517654419
So today I'll provide an update on Rai progress and how its improving our core consumer products.,171.4,177.2,neutral,0.9460235238075256,0.0
"Then I'll touch on Cloud YouTube platforms and devices and waymo Let's start with a I last quarter, I outline the three areas of are differentiated full-stack approach to AI.",177.2,190.1,neutral,0.9994470477104187,0.0
Innovation are leading AI infrastructure.,190.1,192.9,positive,0.9981858134269714,0.9981858134269714
"Our world-class research, including models, and tooling and our products and platforms that bring these Innovations to people at scale.",192.9,201.5,neutral,0.9978850483894348,0.0
"First, AI, infrastructure are sophisticated, Global Network of cloud regions and data centers provides a powerful foundation for us.",203.0,211.7,positive,0.9971302151679993,0.9971302151679993
And our customers directly driving Revenue.,211.7,214.5,neutral,0.9993079900741577,0.0
"We have a unique Advantage because we develop every component of our technology stack, including Hardware compilers models and products.",214.5,223.6,positive,0.9942485094070435,0.9942485094070435
This approach allows us to drive efficiencies at every level from training and serving to developer productivity.,223.8,230.0,positive,0.9978827834129333,0.9978827834129333
"In 2024, we broke ground on Levin, new Cloud regions, and data center campuses in places like South Carolina, Indiana, Missouri.",231.6,240.8,positive,0.9981174468994141,0.9981174468994141
And around the world.,240.8,241.9,neutral,0.997703492641449,0.0
"We also announced plans for seven, new Sub C cable projects.",242.4,245.7,positive,0.998211145401001,0.998211145401001
Strengthening Global connectivity are leading.,245.9,249.1,positive,0.9981290698051453,0.9981290698051453
Infrastructure is also among the world's most efficient Google data centers deliver.,249.1,253.8,positive,0.9953269958496094,0.9953269958496094
Nearly four times more computing power per unit of electricity compared to just five years ago.,253.8,259.5,positive,0.997259259223938,0.997259259223938
"These efficiencies coupled with the scalability cost and performance we offer, or why organizations increasingly choose Google Cloud platform in fact today.",260.5,270.5,neutral,0.5539631843566895,0.0
Cloud customers consume more than eight times.,270.5,272.9,neutral,0.9977571368217468,0.0
The compute capacity for training and inferencing compared to 18 months ago.,272.9,278.0,positive,0.7815279960632324,0.7815279960632324
Will continue to invest in our Cloud business to ensure we can address the increase in customer demand.,278.0,283.7,positive,0.9983491897583008,0.9983491897583008
Second world class research including models in December.,285.8,289.4,positive,0.9967511892318726,0.9967511892318726
We unveil Gemini 2.0 our most capable AI model yet bill for the agent acara.,289.4,294.9,positive,0.9980237483978271,0.9980237483978271
We launched an experimental version of Gemini 2.0 flash.,294.9,298.3,positive,0.9977165460586548,0.9977165460586548
Our work.,298.3,299.8,neutral,0.9984973669052124,0.0
This model with low latency and enhanced performance flashes.,300.0,304.3,positive,0.9975557327270508,0.9975557327270508
Already rolled out to the Gemini app and tomorrow we are making 2.0.,304.3,308.0,positive,0.9981116056442261,0.9981116056442261
Flash generally available for developers and customers along with other model updates.,308.0,313.5,neutral,0.9994925260543823,0.0
So stay tuned late.,313.5,315.7,neutral,0.9993023872375488,0.0
"Last year, we also debuted our experimental, Gemini 2.0, flash thinking model, the progress to scale thinking has been super fast and the reviews, so far have been extremely positive.",315.7,326.6,positive,0.9982581734657288,0.9982581734657288
We are working on even better thinking models.,326.6,329.9,positive,0.9982513785362244,0.9982513785362244
And look forward to sharing those with the developer Community.,330.0,333.2,neutral,0.814822256565094,0.0
"Soon, Gemini 2.0 is advances in multi modality and Native tool use enable us to build new agents that brings us closer to our vision of a universal assistant.",333.2,344.2,positive,0.9982026815414429,0.9982026815414429
"One, early example is deep research.",344.4,346.8,neutral,0.9994725584983826,0.0
It uses agent to capabilities to explore complex topics on your behalf and give key findings along with sources.,346.8,355.1,neutral,0.9995430707931519,0.0
It launched in Gemini advanced in December and is rolling out to Android.,355.1,359.9,neutral,0.6971586346626282,0.0
Add users all over the world.,360.0,361.7,positive,0.9934205412864685,0.9934205412864685
We are seeing great product momentum with our consumer Gemini app which debuted on iOS last November.,362.6,368.5,positive,0.9983174800872803,0.9983174800872803
And we have opened up trusted tester.,370.0,371.7,positive,0.9982132911682129,0.9982132911682129
Access to a handful of research prototypes including project Mariner which can understand and reason across information on a browser screen to complete tasks and project.,371.7,382.1,neutral,0.999414324760437,0.0
Astra we expect to bring features from both to the Gemini app later this year.,382.1,386.6,positive,0.9955469369888306,0.9955469369888306
We'd also excited by the progress of our video and image and duration models.,387.9,392.2,positive,0.9982616305351257,0.9982616305351257
We owe to our state-of-the-art video generation model and imagine three our highest quality text image model.,392.2,399.3,neutral,0.979478120803833,0.0
"These generative, media models, as well as Gemini.",399.3,402.7,neutral,0.9994120597839355,0.0
Consistently top industry leader boards and score top marks across industry benchmarks.,402.7,408.2,positive,0.9981697797775269,0.9981697797775269
That's why more than 4.4 million developers are using a Gemini models today.,408.2,413.1,neutral,0.999316930770874,0.0
"Double the number from just six months ago, And we continue to drive research breakthroughs in Quantum Computing.",413.1,420.3,positive,0.998251736164093,0.998251736164093
"At the end of last year, we announced Willow.",420.9,422.7,positive,0.945027232170105,0.945027232170105
Our new state-of-the-art Quantum Computing chip that can reduce errors exponentially as we scale up.,422.7,427.9,positive,0.9980022311210632,0.9980022311210632
"Using more qubits below is an important step in our journey to build a useful, quantum computer with practical applications, this technology holds so much promise, which is why there was real excitement around this breakthrough.",427.9,441.0,positive,0.9792582392692566,0.9792582392692566
"Third, our products and platforms, put AI into the hands of billions of people around the world.",442.4,447.5,positive,0.8525861501693726,0.8525861501693726
We have seven products and platforms with over 2 billion.,448.3,451.1,neutral,0.9992576241493225,0.0
"Users in all are using Gemini, that includes search.",451.1,455.3,neutral,0.9993107318878174,0.0
"Where Gemini is powering, our AIO abuse people use search more with the io views and usage.",455.3,461.6,neutral,0.9983358979225159,0.0
Growth increases over time as people learn that they can ask new types of questions.,461.6,465.3,positive,0.9977960586547852,0.9977960586547852
This behavior is even more pronounced with the younger users who really appreciate the speed and efficiency.,465.8,471.8,neutral,0.9973813891410828,0.0
"And see if this new format, we are also pleased to see how Circle to search.",472.0,476.6,positive,0.9907047152519226,0.9907047152519226
Is driving additional search use and opening up even more types of questions.,476.6,480.6,positive,0.9941719174385071,0.9941719174385071
"This feature is also popular among younger users, those who have tried Circle to search before.",480.8,486.5,neutral,0.8266739845275879,0.0
"Now use it to start more than 10% of their search has, as AI continues to expand the universe of queries that people can ask 2025 is going to be one of the biggest years for Search innovation yet.",486.5,499.0,positive,0.998026430606842,0.998026430606842
"Now, let me turn to key highlights from the quarter across Cloud, YouTube platforms, and devices, and waymo first.",499.7,508.1,neutral,0.9996121525764465,0.0
"Google Cloud, our ai-powered Cloud offerings enabled us to win customers, such as Mercedes-Benz Mercado, Libre and Survey in 2024, the number of First Time commitments more than double compared to 2023.",508.1,522.6,positive,0.9982224106788635,0.9982224106788635
"We also deepen customer relationships, last year we closed several strategic deals over 1 billion.",522.9,529.5,positive,0.9982957243919373,0.9982957243919373
"Dollars and the number of deals over 250 million, double from the prior year or partners are further accelerating our growth with customers purchasing billions of dollars of solutions.",529.7,541.5,positive,0.9981796741485596,0.9981796741485596
"Through our Cloud Marketplace, we continue to see strong growth across our broad portfolio of ai-powered cloud Solutions.",541.5,549.6,positive,0.998329222202301,0.998329222202301
"It begins with Rai Rai per computer, which delivers leading performance and cost across both gpus and CPUs, these advantages.",549.9,559.4,positive,0.9972032308578491,0.9972032308578491
EPS Citadel with modeling markets and training and enabled.,559.6,563.4,neutral,0.9127826690673828,0.0
"Wayfarer to modernize its platform, improving performance and scalability by nearly 25%.",563.4,569.5,positive,0.9982129335403442,0.9982129335403442
"In Q4, we saw strong, uptake of Trillium, our sixth generation TPU, which delivers four times better training, performance and three times greater inference.",569.5,580.6,positive,0.9982593655586243,0.9982593655586243
Throughput compared to the previous generation.,580.6,582.3,positive,0.939740002155304,0.939740002155304
We also continue our strong relationship with Nvidia.,583.7,587.1,positive,0.9983317255973816,0.9983317255973816
"We recently delivered their hedge 200 based platforms to customers and just last week, we were the first to announce a customer running on the highly anticipated.",587.6,596.8,positive,0.9980522394180298,0.9980522394180298
"Blackwell platform Rai Per platform vertex, AI.",597.1,601.4,neutral,0.999559223651886,0.0
"So of 5x increase in customers year over year with Brands, like Mondelez International, and wpp, building new applications and benefiting from our 200 plus Foundation models, vertex, usage increased 20x during 2024 with particularly strong developer, adoption of Gemini, flash, Gemini 2.0, imagine three and most recently video We also seeing strong growth in our ai-powered databases data analytics and cybersecurity platforms.",601.4,632.8,positive,0.9982863068580627,0.9982863068580627
"Customers, including Radisson, hotels are now using Gemini to search and analyze multimodal data from across multiple clouds, are ai-powered, threat intelligence and security operations products.",632.8,646.2,positive,0.9908278584480286,0.9908278584480286
"Help customers, including what a phone and AstraZeneca identify protect and defend against rats.",646.2,653.2,neutral,0.9665043354034424,0.0
Our growing portfolio of AI applications is also seeing strong customer adoption in Q4.,654.3,660.8,positive,0.9983365535736084,0.9983365535736084
We introduce Google agent space which helps Enterprises synthesize data with Google quality.,660.8,666.8,positive,0.9973806738853455,0.9973806738853455
Search create Gemini ai-powered agents and automate transactions for employees.,666.8,671.7,neutral,0.9922828078269958,0.0
"In addition, we recently gave all Google workspace, business and Enterprise customers access to all of our powerful, Gemini AI capabilities to help booster productivity.",671.7,683.9,positive,0.9977447986602783,0.9977447986602783
Moving to YouTube.,685.7,686.7,neutral,0.9879400730133057,0.0
Need some data shows.,686.7,688.3,neutral,0.9995906949043274,0.0
"YouTube continues to be number one in streaming, watch time, in the US, with our share of streaming.",688.3,694.5,positive,0.9972304701805115,0.9972304701805115
"Now, at a record high on Election Day alone, over 45 million viewers across the u.s. watched election related content on YouTube.",694.5,703.7,positive,0.9980823993682861,0.9980823993682861
Our early investment in podcast is paying off.,703.7,707.4,positive,0.998290479183197,0.998290479183197
"We integrated podcast into the core YouTube experience, particularly with video.",707.6,712.8,positive,0.9973741769790649,0.9973741769790649
"We are now the most most frequently used service for consuming podcast in the US according to a recent Edison report, the success reflects our long-term approach of investing in emerging Trends from Mobile to the living room.",712.8,727.3,positive,0.9982157945632935,0.9982157945632935
"We now have over 250,000 creators in the YouTube shopping, affiliate program in the US and Korea alone.",728.1,734.5,positive,0.646236777305603,0.646236777305603
"We expand YouTube shopping at the end of last year to three additional countries, allowing even more creators to share their favorite products with fans and grow their Businesses for look, we'll talk more about YouTube performance later in the call.",734.5,749.6,positive,0.9981362819671631,0.9981362819671631
Next platforms and devices.,751.7,753.4,neutral,0.9918820261955261,0.0
Google wants performance has been outstanding and is one of our fastest growing subscription products in terms of subscribers and revenue.,753.4,761.9,positive,0.9983091354370117,0.9983091354370117
"Growth last month, we announced the first paid off Android 16, plus new Android updates, including a deeper Gemini integration coming to the new Samsung Galaxy S 25 series.",761.9,774.2,positive,0.9981938004493713,0.9981938004493713
"We also recently announced Android XR, the first Android platform built for the Gemini era.",774.2,779.9,positive,0.9972150325775146,0.9972150325775146
Dated with Samsung and Qualcomm.,780.7,782.3,neutral,0.9994012117385864,0.0
"Android, XR is designed to power an ecosystem of next-generation, extended reality devices, like, headsets and glasses.",782.3,790.0,neutral,0.9989514350891113,0.0
"Finally, a few words on waymo which made tremendous progress last year, safely serving more than 4 million passenger trips.",791.2,799.3,positive,0.9980946183204651,0.9980946183204651
"It's now, averaging over 150,000 trips each week and growing looking ahead, waymo will be expanding its Network and operations Partnerships to open up new markets, including Austin and Atlanta this year in Miami next year.",799.3,815.2,positive,0.9982107877731323,0.9982107877731323
And in the coming weeks waymo one Vehicles will arrive in Tokyo for the first International.,815.2,821.1,neutral,0.8340258002281189,0.0
Channel road trip.,821.2,822.0,neutral,0.9982036352157593,0.0
"We are also developing the sixth generation waymo driver, which will significantly.",822.1,827.0,positive,0.9981498718261719,0.9981498718261719
Lower Hardware costs.,827.0,828.7,positive,0.9978240728378296,0.9978240728378296
I want to thank our employees around the world for another great quarter 2025 is going to be exciting and we are all ready for it.,830.0,837.6,positive,0.9957327246665955,0.9957327246665955
"Philip, I'll hand it over to you.",838.1,839.9,neutral,0.9994346499443054,0.0
Thanks wonder and hello everyone.,841.7,843.3,neutral,0.9992914199829102,0.0
"I'll quickly cover performance for the quarter, then frame the rest of my remarks around the progress.",843.6,847.9,neutral,0.9996439218521118,0.0
We're delivering across search as YouTube and Partnerships.,847.9,851.0,positive,0.7962982654571533,0.7962982654571533
Highlighting the impact AI is having on our business and our customers.,851.0,855.1,neutral,0.9946038126945496,0.0
"Google services revenues were 84 billion dollars for the quarter up, 10% driven primarily by 11 percent year-on-year growth in advertising revenues, strong growth and search and YouTube advertising was partially offset by your and your decline in network revenues.",855.1,870.0,positive,0.9980663657188416,0.9980663657188416
"In terms of vertical performance, the 13 percent increase in Search and other revenues, was led by Financial Services, followed by retail.",871.0,877.6,neutral,0.5950033068656921,0.0
The 14% growth in YouTube.,877.6,879.7,positive,0.9981679916381836,0.9981679916381836
"Advertising revenues was driven by strong spend on u.s. Election advertising with combined, spend from both parties, almost doubling.",879.7,885.9,positive,0.9981728792190552,0.9981728792190552
From what we saw in the 2020 elections.,885.9,888.3,neutral,0.9965072274208069,0.0
Now in Q4 we search continued strong growth in revenues from search.,888.3,892.8,positive,0.9982615113258362,0.9982615113258362
We had lots of exciting updates and December and we're rapidly integrating Rai Innovation into our consumer experiences.,892.8,899.2,positive,0.9983077049255371,0.9983077049255371
"We've already started testing Gemini 2.0 and Ai, overviews and plan to roll it out more.",900.0,904.2,positive,0.9981583952903748,0.9981583952903748
"Broadly later in the year in search, we're seeing people increasingly asked entirely new questions using their voice camera or in ways that were not possible before.",904.2,913.7,positive,0.9899052977561951,0.9899052977561951
"Like, with circle to search, we're making these benefits available to more consumers.",913.7,918.2,positive,0.9980948567390442,0.9980948567390442
"Google is already present in over half of Journeys, where a new brand product or retailer or discovered by offering new ways for people to search.",918.2,927.0,neutral,0.9852609038352966,0.0
"We're expanding commercial opportunities for our advertisers These Shoppers can now take a photo of a product and using lens quickly, find information about the product reviews similar products and where they can get it for a great price.",927.0,939.6,positive,0.9964752793312073,0.9964752793312073
Lens is used for over 20 billion visual search queries every month.,940.1,944.2,neutral,0.9994243383407593,0.0
"And the majority of these searches are incremental, retail was particularly strong this holiday season, especially on Black Friday and Cyber Monday, which each generated over 1 billion and AD Revenue.",944.2,955.8,positive,0.9981608986854553,0.9981608986854553
"Interestingly despite the u.s. holiday shopping season being the shortest since 19 retail sales began much earlier in October causing the season to extend longer than anticipated, people shop more than a billion times a day across.",955.8,969.9,neutral,0.970310389995575,0.0
"Google last quarter, we introduced the reinvented Google shopping experience, rebuilt from the ground up with AI.",969.9,975.6,positive,0.9975190162658691,0.9975190162658691
This December search or roughly 13% more daily active users and Google shopping in the u.s. compared to the same period in 2023.,975.6,983.2,positive,0.9961971044540405,0.9961971044540405
Closing out on search with travel and sharing.,984.5,987.2,neutral,0.9985870122909546,0.0
Another interesting Trend will be so spend expand to travel Tuesday.,987.2,991.2,positive,0.8770713806152344,0.8770713806152344
"This contributed to twenty percent year-on-year, Revenue growth for travel advertisers across, Cyber Monday and travel Tuesday, moving to ads, we continue investing in AI capabilities across media, buying and creative and measurement.",991.4,1004.2,positive,0.9982467889785767,0.9982467889785767
"As I've said before, we believe that a I will revolutionize every part of the marketing value chain.",1004.2,1008.9,positive,0.9975273013114929,0.9975273013114929
"And over the past quarter, we've seen how our customers are increasingly focusing on optimizing their use of ai-powered.",1008.9,1014.4,positive,0.9981217980384827,0.9981217980384827
"II as an example, Petco used demand gen campaigns across targeting creative generation and bidding to find new pet parent audiences across YouTube.",1014.6,1023.0,neutral,0.5874618887901306,0.0
"They achieved a two hundred seventy five percent higher return on ad spend, and a 74 percent higher click-through rate than their social benchmarks on media buying, we made YouTube select Creator takeovers generally available in the US and will be expanding to more markets this year creators know Their audience, the best and Creator takeovers.",1023.0,1041.7,positive,0.9981301426887512,0.9981301426887512
"Help businesses connect with consumers, through authentic and Rather than content looking at creative, we introduce new controls and made reporting easier and pmax, helping customers, better understand and reinvest into their best performing assets using as a generation and P Max event tickets Center achieved a five times increase in production of creative assets saving time and effort they also increased conversions by 300 percent compared to the previous period when they used manual assets.",1041.7,1070.1,positive,0.9981234669685364,0.9981234669685364
"And finally measurement, last week we made Meridian or marketing mix model generally available for customers helping more business, reinvest into creative and media, buying strategies, that they know work based on a Nielsen meta-analysis of marketing mix models on average.",1070.8,1086.9,neutral,0.8506568670272827,0.0
"Google ai-powered video campaigns on YouTube, Deliver 17% higher return on Advertising, spend than manual campaigns.",1086.9,1093.6,positive,0.9980289340019226,0.9980289340019226
"Turning to YouTube, we saw a robust Revenue growth back by continued growth and watch time across ad-supported and premium experiences.",1094.8,1102.1,positive,0.9983258843421936,0.9983258843421936
Our Focus here remains on building a streaming platform that enables creators to thrive and unlock the full potential of AI expanding on our state-of-the-art video generation model.,1102.1,1112.4,positive,0.9973946809768677,0.9973946809768677
We announced VO2 which creates incredibly high-quality video in a wide range of subjects and styles.,1112.4,1117.7,positive,0.9976934790611267,0.9976934790611267
It's been inspiring to see how people are experimenting with it will make it available to craters on YouTube in the coming months.,1117.8,1124.2,positive,0.9807429313659668,0.9807429313659668
"We continue to invest in helping YouTube creators to work with Brands, all advertisers globally, can now promote YouTube, Creator, videos, and AD campaigns across all ai-powered campaign types, in Google ads, and creators can Tech Partners in the brand videos.",1124.9,1138.0,positive,0.9976595640182495,0.9976595640182495
"Sephora, use demand, Jen's shorts, only channel to boost traffic.",1138.0,1142.9,positive,0.9979245662689209,0.9979245662689209
"And brand searches for the holiday gift guide, campaign, and leverage Creator, collaborations to find the best.",1142.9,1148.9,neutral,0.9989274144172668,0.0
"Give this drove in 82 percent relative, uplift and searches for Sephora holiday.",1148.9,1153.6,positive,0.9980725049972534,0.9980725049972534
"Shorts continues, its ascent and is closing the Gap with long-form in 2024, the monetization rate of shorts relative to in-stream, viewing increased by more than 30 percentage points in the US and we expect to make additional progress in 2025.",1154.6,1168.3,positive,0.9980666041374207,0.9980666041374207
We're making it easier for advertisers to benefit from shorts on all screens.,1168.5,1172.4,positive,0.9981012940406799,0.9981012940406799
"We're particularly excited by its success on connected TV, which now makes up 15% of shorts.",1172.6,1178.0,positive,0.998207688331604,0.998207688331604
Viewing in the u.s. using a combination of AD formats.,1178.0,1181.0,neutral,0.9995706677436829,0.0
Louis Vuitton reach their overall objectives on both long verily.,1181.0,1184.6,positive,0.9979560375213623,0.9979560375213623
"Four, men short form content.",1184.6,1186.2,neutral,0.9991217255592346,0.0
"They're short succeeded luxury goods, Benchmark.",1186.6,1189.1,negative,0.9887956380844116,-0.9887956380844116
"For average view, duration by 89%.",1189.1,1191.4,neutral,0.9994176626205444,0.0
"For equivalent video lengths, while the long form content, exceeded the Benchmark, over 15% with strong engagement from gen Z.",1191.4,1199.8,positive,0.9981362819671631,0.9981362819671631
And millennials.,1200.0,1200.9,neutral,0.9963950514793396,0.0
"Looking into the living room, we continue to be number one in streaming, watch time in the US for nearly two years according to Nielsen and our share of streaming is at a record high, viewers globally, streamed over 1 billion, hours of YouTube content, daily on their TVs, and 2024, YouTube makes multi-year Investments.",1202.5,1220.0,positive,0.9982433319091797,0.9982433319091797
"To tap into shifting consumer Behavior, the current search in living room viewership directly, reflects years of work to build the right product.",1220.0,1227.1,neutral,0.9995212554931641,0.0
"And Partnerships creators are not prioritizing high-quality viewing experiences, that truly, Shown on TV screens inspiring even more viewers to tune in.",1227.1,1235.5,negative,0.9968486428260803,-0.9968486428260803
"In fact, the number of craters making majority of revenue from TV is up over thirty percent year-on-year.",1236.1,1241.5,positive,0.9974088072776794,0.9974088072776794
"We have also invested in podcasts, where popular shows like Club Shay, Shay and legs Friedman, or increasingly a visual format YouTube creators, and viewers are embracing this.",1242.9,1251.8,positive,0.9978723526000977,0.9978723526000977
"In 2024 people watched over 400 million hours of podcast, each month on living room devices Alone.",1251.8,1258.5,neutral,0.9979854822158813,0.0
"YouTube is now the most popular service for podcast listening in the US according to Edison, as always, let me wrap with a strong momentum.",1258.5,1267.0,positive,0.9982037544250488,0.9982037544250488
We're seeing in Partnerships with a breadth of what Google has to offer is increasingly being recognized Sundar mentioned are deepening.,1267.0,1273.7,positive,0.9981139898300171,0.9981139898300171
"Partnership with Samsung, another expanding partnership is with City whose modernizing its technology infrastructure with Google Cloud to transform employee and customer experiences.",1273.7,1283.0,positive,0.9980973601341248,0.9980973601341248
Using Google Cloud.,1283.0,1284.5,neutral,0.9883838891983032,0.0
It will improve.,1284.5,1285.7,positive,0.9981277585029602,0.9981277585029602
"Its digital products, streamline employee workflows, and use the advanced high-performance Computing to enable millions of daily.",1285.7,1292.0,positive,0.9942037463188171,0.9942037463188171
"Computations this partnership also fuels cities generative, AI initiatives, across customer service document, summarization and search to reduce manual processing.",1292.0,1301.7,positive,0.9977078437805176,0.9977078437805176
"With that, allow me a moment to thank Google search everywhere, for the extraordinary commitment, and to our customers and partners for their continued.",1302.7,1309.3,neutral,0.9949126243591309,0.0
Trust a not over to you.,1309.3,1311.5,neutral,0.9992721676826477,0.0
Thank you Phillip.,1311.5,1313.5,neutral,0.9991408586502075,0.0
We're pleased with the continued momentum.,1313.7,1315.0,positive,0.9983501434326172,0.9983501434326172
We're seeing across the business is alphabet revenue for 2024.,1315.0,1318.6,negative,0.9705128073692322,-0.9705128073692322
Reach 350 billion dollars up 14% on a reported basis and 15% in constant currency versus 2023.,1318.6,1327.3,positive,0.9980574250221252,0.9980574250221252
My comments will focus on your of a year comparisons for the fourth quarter and less a state.,1328.2,1333.0,neutral,0.9996358156204224,0.0
Otherwise I will start with the results at the alphabet level.,1333.0,1337.0,neutral,0.9996237754821777,0.0
In more than cover our segment results.,1337.0,1339.3,neutral,0.9995790123939514,0.0
I'll end with some commentary and expectations for the first quarter and full year 2025.,1339.3,1344.5,neutral,0.9996405839920044,0.0
We had another strong quarter in Q4 with robust momentum across the business Consolidated.,1346.3,1352.1,positive,0.998322069644928,0.998322069644928
Revenue of ninety six point five billion dollars increased by 12%.,1352.1,1356.7,positive,0.9981629252433777,0.9981629252433777
In both reported and constant currency search Remain the largest contributor to revenue growth followed by cloud.,1356.9,1363.9,neutral,0.9967514276504517,0.0
Total cost of Revenue was forty point six billion up.,1365.1,1368.1,negative,0.9981135129928589,-0.9981135129928589
"8% Tech was fourteen point eight billion up 6%, we continue to see a revenue, mix shift with Google search growing at Double Digit levels will Network revenues which have a much higher attack rate declines.",1368.1,1381.3,positive,0.9981593489646912,0.9981593489646912
"Other cost of Revenue was twenty, five point eight billion up 9% with the increased primarily driven by content Acquisitions costs primarily for YouTube, followed by depreciation due to increasing investments in our Uncle infrastructure.",1381.3,1395.8,neutral,0.7270761132240295,0.0
Growth and content.,1397.0,1397.8,positive,0.8700433969497681,0.8700433969497681
"Acquisition depreciation were partially offset by a year-over-year decline in Hardware costs, due to the shift and timing of are made by Google launches through the third quarter 2024 compared to the fourth quarter of 2023.",1397.8,1410.4,positive,0.9333509206771851,0.9333509206771851
"In terms of total expenses, the year-over-year comparisons reflect 1.2 billion in extra charges, that we took in the fourth core of 2023 in connection with actions to EPS, optimize our Global office space.",1412.0,1424.5,neutral,0.9980505704879761,0.0
It's previously disclosed those charges were allocated across the expense lines in other cost of Revenue and objects based on Associated headcount.,1424.7,1433.5,neutral,0.9995788931846619,0.0
Total operating expenses decreased one percent to twenty four point.,1434.9,1438.6,positive,0.997830331325531,0.997830331325531
"Nine billion dollars are in the Investments increased by 8%, primarily driven by increase in compensation and depreciation expenses.",1438.6,1447.1,positive,0.9960667490959167,0.9960667490959167
"Partially offset by the impact of charges for apis, space optimization and the fourth quarter of 2023.",1447.6,1454.2,neutral,0.9975494742393494,0.0
Sales and marketing expenses.,1455.9,1457.3,neutral,0.9995275735855103,0.0
"Decrease 5% primarily reflecting the optimization charges last year, as well as the clients in compensation and in ads and promotion, expenses, due to the timing shift of the pixel launched from q42, Q3 G & A expenses declined by 15 percent reflecting a shift of timing and our charitable contributions as well as the optimization charges last year.",1457.3,1480.1,positive,0.9972541928291321,0.9972541928291321
Operating income increased 31% the scorer to Thirty 1 billion dollars in operating margin.,1481.7,1487.1,positive,0.9981119632720947,0.9981119632720947
Increase of 32% representing four point six points of margin expansion.,1487.1,1492.6,positive,0.9982037544250488,0.9982037544250488
"Net income increased, Twenty Eight percent to twenty six point five billion dollars in earnings per share.",1494.3,1499.9,positive,0.998172402381897,0.998172402381897
Increased 31 percent to $2.15.,1500.2,1503.9,positive,0.9980375170707703,0.9980375170707703
We delivered free cash flow of twenty four point eight billion dollars in the fourth quarter and 70 2.8 billion for the full year 2024.,1505.2,1513.8,positive,0.9972507357597351,0.9972507357597351
We ended the quarter with 96 billion in cash and marketable securities.,1515.1,1519.3,neutral,0.9991297125816345,0.0
